im,Date,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
552,2023-03-31,Male,24,Clothing,4,300,1200
553,2023-11-12,Female,46,Beauty,3,50,150
554,2023-10-19,Male,25,Beauty,1,300,300
555,2023-06-04,Female,18,Electronics,1,50,50
556,2023-07-27,Female,20,Beauty,3,30,90
557,2023-10-08,Female,41,Clothing,1,25,25
558,2023-01-01,Female,40,Clothing,4,300,1200
559,2023-06-05,Female,25,Electronics,1,50,50
560,2023-05-27,Female,64,Clothing,4,500,2000
561,2023-04-18,Male,54,Electronics,2,25,50
562,2023-08-09,Male,20,Clothing,2,30,60
563,2023-10-24,Male,50,Electronics,2,50,100
564,2023-11-07,Female,45,Beauty,2,30,60
565,2023-12-02,Female,64,Clothing,1,30,30
566,2023-06-14,Female,25,Clothing,3,300,900
567,2023-08-27,Female,51,Electronics,1,300,300
568,2023-08-15,Male,52,Electronics,4,50,200
569,2023-08-15,Male,49,Clothing,1,500,500
570,2023-12-12,Female,41,Electronics,1,50,50
571,2023-04-20,Male,31,Clothing,4,500,2000
572,2023-09-19,Male,49,Beauty,2,30,60
573,2023-08-31,Female,63,Electronics,2,25,50
574,2023-03-28,Male,60,Clothing,2,50,100
575,2023-12-04,Female,33,Beauty,3,50,150
576,2023-02-13,Male,21,Beauty,4,500,2000
577,2023-05-26,Female,54,Clothing,4,30,120
578,2023-09-21,Female,38,Electronics,1,30,30
579,2023-12-06,Female,31,Clothing,3,500,1500
580,2023-11-21,Female,48,Beauty,2,30,60
581,2023-11-14,Male,35,Clothing,3,300,900
582,2023-06-21,Female,24,Electronics,4,25,100
583,2023-02-17,Female,27,Beauty,4,50,200
584,2023-05-01,Female,24,Clothing,1,25,25
585,2023-12-11,Male,50,Electronics,1,50,50
586,2023-06-08,Female,40,Beauty,4,300,1200
587,2023-04-26,Male,38,Electronics,2,30,60
588,2023-04-12,Female,36,Beauty,2,500,1000
589,2023-03-17,Male,36,Clothing,3,300,900
590,2023-01-13,Male,53,Electronics,4,25,100
591,2023-01-24,Female,46,Beauty,4,500,2000
592,2023-05-06,Male,35,Electronics,2,30,60
593,2023-09-01,Female,19,Electronics,2,300,600
594,2023-11-09,Female,18,Clothing,4,500,2000
595,2023-02-07,Female,64,Electronics,1,300,300
596,2023-08-22,Male,22,Beauty,4,300,1200
597,2023-08-01,Male,37,Beauty,4,30,120
598,2023-11-19,Female,28,Beauty,2,50,100
599,2023-10-22,Female,59,Beauty,2,500,1000
600,2023-04-10,Male,19,Clothing,1,30,30
601,2023-12-23,Female,20,Electronics,1,300,300
602,2023-07-16,Female,40,Clothing,3,30,90
603,2023-09-11,Female,29,Electronics,4,50,200
604,2023-07-24,Male,37,Electronics,2,500,1000
605,2023-05-05,Male,22,Electronics,1,50,50
606,2023-03-17,Male,54,Clothing,3,25,75
607,2023-12-02,Female,55,Electronics,3,500,1500
608,2023-12-19,Female,47,Clothing,2,50,100
609,2023-01-03,Female,26,Beauty,2,300,600
610,2023-02-24,Male,51,Beauty,3,500,1500
611,2023-08-06,Female,61,Electronics,1,500,500
612,2023-04-23,Female,52,Clothing,3,30,90
613,2023-04-01,Female,39,Beauty,4,300,1200
614,2023-12-23,Female,61,Clothing,4,25,100
615,2023-09-23,Male,41,Clothing,2,50,100
616,2023-08-26,Male,34,Electronics,1,30,30
617,2023-01-26,Female,27,Beauty,1,50,50
618,2023-10-13,Male,47,Electronics,4,25,100
619,2023-05-08,Male,63,Electronics,3,25,75
620,2023-03-04,Female,40,Beauty,2,500,1000
621,2023-08-22,Female,49,Beauty,3,25,75
622,2023-03-10,Male,34,Clothing,3,50,150
623,2023-08-26,Female,34,Beauty,3,300,900
624,2023-12-08,Male,31,Clothing,1,300,300
625,2023-09-29,Female,26,Clothing,4,500,2000
626,2023-10-14,Male,57,Clothing,1,50,50
627,2023-11-01,Female,19,Beauty,4,50,200
628,2023-06-12,Male,62,Electronics,2,25,50
629,2023-08-15,Male,42,Clothing,2,50,100
630,2023-11-10,Male,56,Electronics,3,30,90
631,2023-09-16,Female,26,Electronics,4,25,100
632,2023-08-07,Male,39,Beauty,4,30,120
633,2023-10-08,Male,60,Electronics,4,500,2000
634,2023-08-17,Female,63,Electronics,3,300,900
635,2023-03-23,Female,21,Beauty,3,500,1500
636,2023-09-01,Male,43,Clothing,2,300,600
637,2023-08-19,Male,46,Electronics,1,500,500
638,2023-05-13,Female,62,Beauty,4,50,200
639,2023-05-07,Female,51,Electronics,4,30,120
640,2023-11-23,Female,40,Electronics,1,300,300
641,2023-05-22,Female,54,Clothing,4,25,100
642,2023-09-24,Female,28,Electronics,3,30,90
643,2023-09-06,Male,23,Beauty,3,25,75
644,2023-11-17,Female,35,Electronics,4,30,120
645,2023-05-03,Male,38,Clothing,3,30,90
646,2023-05-21,Male,59,Clothing,3,500,1500
647,2023-08-14,Male,53,Beauty,4,300,1200
648,2023-02-09,Female,58,Clothing,2,300,600
649,2024-01-01,Male,55,Electronics,1,30,30
650,2023-05-27,Male,51,Clothing,3,50,150
651,2023-05-01,Female,34,Beauty,2,50,100
652,2023-05-20,Male,54,Clothing,3,25,75
653,2023-06-21,Male,42,Clothing,3,25,75
654,2023-06-13,Female,55,Clothing,1,500,500
655,2023-10-04,Male,29,Beauty,3,30,90
656,2023-02-11,Male,40,Clothing,1,25,25
657,2023-03-12,Male,59,Clothing,1,25,25
658,2023-03-19,Female,39,Electronics,1,30,30
659,2023-04-29,Female,38,Beauty,2,500,1000
660,2023-07-16,Female,44,Clothing,4,25,100
661,2023-12-22,Male,48,Beauty,2,500,1000
662,2023-03-20,Male,23,Clothing,4,300,1200
663,2023-12-28,Female,44,Clothing,4,500,2000
664,2023-04-20,Male,57,Clothing,1,50,50
665,2023-02-02,Male,51,Electronics,3,50,150
666,2023-08-01,Female,29,Electronics,1,500,500
667,2023-07-28,Female,62,Electronics,3,50,150
668,2023-06-19,Male,24,Beauty,4,300,1200
669,2023-10-05,Male,27,Beauty,1,30,30
670,2023-08-27,Male,62,Electronics,3,50,150
671,2023-08-01,Female,34,Beauty,2,50,100
672,2023-02-01,Female,43,Clothing,3,500,1500
673,2023-04-16,Female,38,Clothing,1,300,300
674,2023-08-04,Female,45,Clothing,2,30,60
675,2023-07-19,Male,63,Electronics,3,500,1500
676,2023-10-27,Female,19,Beauty,3,500,1500
677,2023-12-23,Female,60,Electronics,3,300,900
678,2023-01-11,Female,18,Beauty,3,30,90
679,2023-10-22,Female,53,Clothing,3,300,900
680,2023-07-14,Female,43,Electronics,2,30,60
681,2023-09-02,Male,46,Beauty,4,300,1200
682,2023-01-04,Male,38,Beauty,2,500,1000
683,2023-06-30,Female,28,Clothing,2,500,1000
684,2023-06-02,Male,57,Electronics,2,25,50
685,2023-07-19,Female,28,Electronics,4,50,200
686,2023-08-03,Female,53,Electronics,1,300,300
687,2023-10-03,Male,56,Clothing,4,25,100
688,2023-10-07,Male,57,Electronics,2,50,100
689,2023-11-05,Female,52,Clothing,3,300,900
690,2023-04-23,Female,51,Clothing,3,30,90
691,2023-09-07,Female,64,Clothing,2,50,100
692,2023-04-23,Male,41,Beauty,3,500,1500
693,2023-05-20,Female,39,Electronics,2,25,50
694,2023-08-12,Female,22,Electronics,3,50,150
695,2023-09-06,Female,50,Clothing,4,50,200
696,2023-01-15,Male,53,Clothing,1,500,500
697,2023-07-19,Female,64,Electronics,1,300,300
698,2023-06-22,Female,37,Clothing,4,30,120
699,2023-12-09,Male,36,Electronics,4,500,2000
700,2023-12-14,Female,52,Beauty,2,30,60
701,2023-07-27,Female,60,Clothing,2,300,600
702,2023-03-26,Male,34,Electronics,2,50,100
703,2023-08-28,Female,62,Clothing,3,30,90
704,2023-03-07,Male,60,Electronics,2,25,50
705,2023-11-15,Male,51,Electronics,4,25,100
706,2023-10-01,Female,26,Clothing,1,500,500
707,2023-01-14,Female,43,Beauty,3,300,900
708,2023-07-21,Female,19,Electronics,2,500,1000
709,2023-10-31,Female,26,Electronics,3,500,1500
710,2023-10-16,Male,26,Electronics,3,500,1500
711,2023-12-06,Female,57,Beauty,2,25,50
712,2023-01-14,Male,34,Beauty,3,25,75
713,2023-02-12,Female,18,Clothing,1,500,500
714,2023-11-26,Female,42,Beauty,4,25,100
715,2023-08-08,Female,60,Clothing,4,300,1200
716,2023-03-11,Male,57,Clothing,1,500,500
717,2023-08-25,Female,59,Beauty,3,25,75
718,2023-04-04,Female,42,Clothing,2,30,60
719,2023-01-26,Female,56,Beauty,3,500,1500
720,2023-05-14,Female,52,Clothing,1,500,500
721,2023-07-14,Male,20,Beauty,3,300,900
722,2023-06-17,Female,54,Beauty,4,50,200
723,2023-04-19,Male,61,Clothing,3,50,150
724,2023-08-21,Male,61,Electronics,1,300,300
725,2023-06-17,Male,47,Clothing,4,300,1200
726,2023-06-22,Male,55,Beauty,3,300,900
727,2023-07-14,Male,51,Electronics,3,50,150
728,2023-05-23,Male,29,Clothing,4,300,1200
729,2023-08-04,Female,36,Clothing,2,25,50
730,2023-05-10,Male,54,Clothing,4,500,2000
731,2023-02-11,Male,61,Electronics,2,500,1000
732,2023-08-29,Male,34,Beauty,1,30,30
733,2023-01-10,Female,27,Clothing,1,30,30
734,2023-10-04,Female,64,Clothing,4,500,2000
735,2023-01-27,Male,29,Clothing,4,25,100
736,2023-06-29,Female,33,Clothing,1,50,50
737,2023-04-25,Male,41,Clothing,2,50,100
738,2023-11-29,Male,36,Beauty,1,25,25
739,2023-02-05,Female,25,Beauty,4,50,200
740,2023-11-30,Male,48,Clothing,1,300,300
741,2023-01-21,Female,38,Electronics,4,500,2000
742,2023-01-16,Female,34,Beauty,4,500,2000
743,2023-05-07,Male,40,Electronics,1,25,25
744,2023-04-13,Male,54,Beauty,2,50,100
745,2023-01-11,Female,33,Clothing,3,30,90
746,2023-11-15,Male,23,Beauty,1,30,30
747,2023-03-20,Male,25,Clothing,3,50,150
748,2023-05-03,Male,42,Beauty,1,30,30
749,2023-03-06,Female,35,Clothing,3,25,75
750,2023-08-31,Female,42,Clothing,2,25,50
751,2023-12-09,Male,29,Clothing,2,50,100
752,2023-02-28,Female,32,Clothing,1,30,30
753,2023-10-16,Female,43,Electronics,4,25,100
754,2023-04-22,Female,58,Clothing,3,25,75
755,2023-08-27,Female,62,Electronics,4,300,1200
756,2023-12-25,Female,43,Electronics,4,300,1200
757,2023-05-12,Male,64,Clothing,4,25,100
758,2023-07-08,Male,49,Electronics,2,50,100
759,2023-03-27,Male,27,Beauty,1,500,500
760,2023-11-07,Female,33,Clothing,1,500,500
761,2023-11-07,Female,24,Electronics,2,25,50
762,2023-02-28,Male,34,Clothing,2,25,50
763,2023-03-25,Female,40,Clothing,1,25,25
764,2023-06-09,Male,43,Clothing,4,50,200
765,2023-02-25,Male,38,Electronics,3,300,900
766,2023-10-24,Male,39,Beauty,3,25,75
767,2023-01-14,Female,24,Beauty,3,25,75
768,2023-06-09,Female,31,Electronics,4,30,120
769,2023-10-22,Male,32,Clothing,1,50,50
770,2023-12-13,Male,24,Electronics,2,25,50
771,2023-07-12,Male,26,Electronics,1,30,30
772,2023-07-23,Male,25,Electronics,4,500,2000
773,2023-04-12,Female,40,Clothing,2,25,50
774,2023-02-08,Female,46,Electronics,4,25,100
775,2023-10-31,Male,35,Clothing,3,30,90
776,2023-12-20,Male,48,Electronics,3,50,150
777,2023-11-18,Female,47,Beauty,4,25,100
778,2023-05-05,Female,56,Electronics,2,500,1000
779,2023-02-22,Male,52,Electronics,2,25,50
780,2023-12-23,Male,35,Beauty,1,500,500
781,2023-06-04,Male,59,Clothing,3,300,900
782,2023-12-17,Female,56,Clothing,1,300,300
783,2023-11-04,Female,34,Electronics,1,500,500
784,2023-03-03,Female,31,Beauty,4,50,200
785,2023-10-17,Male,48,Clothing,4,25,100
786,2023-01-22,Male,41,Electronics,1,25,25
787,2023-06-27,Female,52,Beauty,3,300,900
788,2023-09-30,Female,61,Clothing,4,500,2000
789,2023-08-08,Male,62,Clothing,1,25,25
790,2023-12-05,Female,51,Beauty,1,25,25
791,2023-07-09,Female,20,Beauty,1,50,50
792,2023-02-05,Male,54,Beauty,1,30,30
793,2023-09-17,Female,60,Beauty,1,300,300
794,2023-11-28,Male,57,Electronics,1,300,300
795,2023-06-24,Male,43,Beauty,4,30,120
796,2023-01-07,Male,40,Clothing,3,25,75
797,2023-08-04,Male,61,Clothing,1,50,50
798,2023-09-08,Male,56,Electronics,2,50,100
799,2023-02-24,Male,32,Clothing,4,300,1200
800,2023-08-10,Male,21,Clothing,4,50,200
801,2023-07-05,Female,46,Beauty,1,30,30
802,2023-11-22,Male,39,Clothing,4,25,100
803,2023-08-24,Male,42,Electronics,1,30,30
804,2023-12-29,Female,30,Beauty,3,500,1500
805,2023-03-20,Female,35,Beauty,3,300,900
806,2023-08-11,Female,50,Electronics,4,50,200
807,2023-04-01,Male,33,Beauty,4,500,2000
808,2023-09-25,Female,62,Beauty,2,50,100
809,2023-11-30,Male,59,Electronics,4,25,100
810,2023-05-19,Male,61,Beauty,2,25,50
811,2023-11-12,Male,19,Electronics,3,25,75
812,2023-10-03,Male,52,Electronics,3,50,150
813,2023-09-05,Female,59,Clothing,1,500,500
814,2023-08-27,Female,51,Clothing,3,25,75
815,2023-08-12,Male,47,Beauty,2,500,1000
816,2023-10-31,Male,30,Beauty,4,50,200
817,2023-05-18,Male,30,Electronics,1,500,500
818,2023-06-15,Female,35,Beauty,2,50,100
819,2023-05-06,Male,49,Electronics,4,50,200
820,2023-02-14,Male,49,Electronics,1,300,300
821,2023-05-23,Female,52,Beauty,3,50,150
822,2023-08-19,Female,56,Electronics,2,50,100
823,2023-05-05,Male,63,Clothing,4,30,120
824,2023-08-26,Female,46,Beauty,1,25,25
825,2023-10-19,Female,46,Clothing,1,300,300
826,2023-11-09,Male,61,Beauty,3,300,900
827,2023-12-09,Female,33,Electronics,4,300,1200
828,2023-07-14,Male,61,Beauty,3,30,90
829,2023-06-22,Female,64,Clothing,3,50,150
830,2023-01-15,Male,27,Electronics,4,25,100
831,2023-09-11,Male,47,Beauty,4,500,2000
832,2023-06-16,Male,42,Beauty,4,50,200
833,2023-04-04,Female,56,Beauty,2,30,60
834,2023-09-07,Male,37,Clothing,4,50,200
835,2023-04-19,Female,22,Clothing,1,50,50
836,2023-07-01,Male,18,Beauty,3,30,90
837,2023-05-13,Male,47,Electronics,2,300,600
838,2023-06-24,Female,20,Electronics,4,300,1200
839,2023-05-24,Male,62,Clothing,2,25,50
840,2023-11-02,Male,31,Electronics,4,25,100
841,2023-12-26,Female,47,Clothing,2,300,600
842,2023-05-22,Male,21,Beauty,3,500,1500
843,2023-10-12,Male,35,Clothing,3,50,150
844,2023-01-06,Male,54,Clothing,1,500,500
845,2023-09-22,Male,42,Beauty,1,50,50
846,2023-04-08,Female,18,Electronics,4,300,1200
847,2023-02-13,Female,63,Clothing,3,25,75
848,2023-05-04,Male,32,Clothing,2,25,50
849,2023-07-28,Female,26,Beauty,2,500,1000
850,2023-09-08,Male,32,Electronics,2,25,50
851,2023-10-12,Female,41,Clothing,1,300,300
852,2023-05-04,Male,21,Beauty,2,500,1000
853,2023-12-20,Male,29,Clothing,1,50,50
854,2023-09-01,Male,54,Beauty,1,25,25
855,2023-11-27,Male,54,Electronics,4,30,120
856,2023-12-31,Male,60,Electronics,2,25,50
857,2023-09-09,Male,23,Electronics,2,50,100
858,2023-08-18,Female,56,Electronics,3,500,1500
859,2023-01-09,Male,63,Clothing,4,50,200
860,2023-02-17,Female,41,Clothing,3,30,90
861,2023-05-31,Male,28,Electronics,4,300,1200
862,2023-04-24,Female,30,Electronics,2,25,50
863,2023-07-27,Female,51,Electronics,1,500,500
864,2023-12-21,Female,42,Clothing,1,300,300
865,2023-05-05,Male,24,Electronics,1,50,50
866,2023-06-06,Male,21,Electronics,1,500,500
867,2023-12-06,Female,25,Electronics,1,300,300
868,2023-10-25,Male,37,Beauty,3,500,1500
869,2023-07-08,Female,46,Electronics,4,30,120
870,2023-08-31,Male,62,Beauty,2,30,60
871,2023-10-11,Female,63,Beauty,3,25,75
872,2023-09-29,Female,27,Electronics,4,25,100
873,2023-06-26,Male,60,Beauty,1,30,30
874,2023-08-06,Female,51,Electronics,4,500,2000
875,2023-10-09,Male,43,Clothing,4,30,120
876,2023-06-19,Female,58,Clothing,1,25,25
877,2023-06-30,Female,20,Clothing,1,30,30
878,2023-12-26,Male,23,Clothing,1,30,30
879,2023-08-21,Male,22,Beauty,2,500,1000
880,2023-05-19,Male,22,Electronics,1,300,300
881,2023-06-06,Female,64,Electronics,2,25,50
882,2023-05-09,Male,40,Electronics,1,500,500
883,2023-04-29,Female,26,Clothing,2,30,60
884,2023-03-03,Female,52,Clothing,4,30,120
885,2023-04-09,Male,37,Electronics,3,300,900
886,2023-06-11,Male,59,Clothing,4,25,100
887,2023-03-03,Female,52,Electronics,4,25,100
888,2023-10-02,Female,35,Electronics,1,50,50
889,2023-12-20,Male,34,Electronics,2,25,50
890,2023-04-05,Male,41,Electronics,3,300,900
891,2023-04-09,Male,20,Electronics,1,50,50
892,2023-04-21,Male,49,Electronics,1,50,50
893,2023-09-05,Male,52,Electronics,1,30,30
894,2023-05-22,Female,55,Clothing,4,30,120
895,2023-10-29,Female,30,Electronics,2,25,50
896,2023-09-26,Female,64,Electronics,2,50,100
897,2023-11-02,Female,42,Clothing,3,30,90
898,2023-05-25,Male,26,Clothing,2,300,600
899,2023-02-21,Male,21,Clothing,2,30,60
900,2023-04-10,Male,31,Electronics,1,30,30
901,2023-06-01,Female,54,Beauty,1,50,50
902,2023-04-27,Female,51,Beauty,4,50,200
903,2023-07-04,Male,28,Clothing,1,500,500
904,2023-04-02,Male,58,Beauty,1,300,300
905,2023-06-04,Female,20,Clothing,1,50,50
906,2023-01-08,Female,45,Electronics,1,25,25
907,2023-12-29,Male,46,Beauty,4,300,1200
908,2023-10-01,Male,26,Electronics,1,300,300
909,2023-03-06,Female,20,Beauty,3,50,150
910,2023-05-21,Male,42,Electronics,3,300,900
911,2023-01-24,Male,51,Beauty,3,50,150
912,2023-01-28,Male,29,Electronics,3,30,90
913,2023-10-11,Female,59,Electronics,1,500,500
914,2023-05-30,Female,26,Beauty,3,30,90
915,2023-12-24,Female,32,Electronics,1,50,50
916,2023-03-06,Female,57,Electronics,4,50,200
917,2023-11-23,Female,42,Electronics,3,30,90
918,2023-09-09,Female,22,Beauty,2,25,50
919,2023-02-22,Female,28,Beauty,3,25,75
920,2023-01-07,Male,51,Electronics,3,25,75
921,2023-10-21,Male,41,Electronics,1,50,50
922,2023-05-26,Male,32,Beauty,3,300,900
923,2023-08-29,Male,55,Beauty,2,50,100
924,2023-09-03,Male,25,Electronics,1,300,300
925,2023-08-14,Male,22,Electronics,1,30,30
926,2023-06-24,Male,43,Electronics,4,500,2000
927,2023-04-05,Female,35,Clothing,4,300,1200
928,2023-01-27,Female,23,Beauty,3,25,75
929,2023-05-10,Male,54,Clothing,4,50,200
930,2023-09-02,Male,30,Beauty,4,30,120
931,2023-02-28,Female,45,Beauty,4,25,100
932,2023-02-03,Male,22,Beauty,1,30,30
933,2023-07-25,Male,30,Beauty,1,500,500
934,2023-09-09,Female,34,Beauty,1,50,50
935,2023-02-07,Male,57,Beauty,4,50,200
936,2023-10-23,Female,62,Beauty,1,500,500
937,2023-11-19,Male,49,Clothing,4,50,200
938,2023-12-18,Female,46,Electronics,1,300,300
939,2023-01-28,Female,20,Electronics,1,30,30
940,2023-03-19,Female,57,Clothing,2,25,50
941,2023-03-18,Male,51,Clothing,3,500,1500
942,2023-10-16,Female,57,Clothing,4,300,1200
943,2023-06-05,Male,44,Clothing,2,25,50
944,2023-02-13,Male,30,Beauty,1,25,25
945,2023-05-08,Male,62,Electronics,4,500,2000
946,2023-03-02,Male,50,Beauty,1,300,300
947,2023-10-13,Female,23,Electronics,3,25,75
948,2023-08-02,Female,41,Electronics,2,25,50
949,2023-11-07,Male,36,Clothing,3,300,900
950,2023-11-02,Male,33,Beauty,2,50,100
951,2023-11-13,Female,57,Clothing,1,25,25
952,2023-04-26,Male,45,Beauty,3,30,90
953,2023-09-25,Female,50,Electronics,3,300,900
954,2023-07-14,Male,58,Clothing,1,25,25
955,2023-08-19,Male,30,Clothing,3,500,1500
956,2023-08-15,Female,60,Electronics,4,30,120
957,2023-06-02,Male,62,Electronics,2,25,50
958,2023-10-29,Female,42,Electronics,2,30,60
959,2023-08-08,Male,59,Clothing,2,30,60
960,2023-06-06,Male,53,Beauty,4,50,200
961,2023-10-19,Male,44,Clothing,2,30,60
962,2023-11-14,Female,55,Beauty,1,50,50
963,2023-01-31,Male,24,Clothing,3,300,900
964,2023-11-09,Male,22,Clothing,4,50,200
965,2023-02-20,Male,60,Electronics,2,500,1000
966,2023-04-17,Male,62,Beauty,1,25,25
967,2023-11-17,Female,48,Clothing,3,300,900
968,2023-04-19,Female,40,Clothing,3,300,900
969,2023-05-16,Male,59,Electronics,4,500,2000
970,2023-12-05,Female,27,Electronics,4,50,200
971,2023-02-11,Male,49,Beauty,4,25,100
972,2023-03-22,Male,60,Clothing,1,50,50
973,2023-05-03,Male,47,Beauty,1,30,30
974,2023-03-30,Female,56,Clothing,4,50,200
975,2023-10-10,Female,48,Beauty,2,300,600
976,2023-02-08,Female,35,Electronics,3,25,75
977,2023-03-22,Female,53,Clothing,3,50,150
978,2023-01-02,Female,19,Beauty,1,25,25
979,2023-07-29,Female,31,Electronics,3,25,75
980,2023-08-19,Female,30,Electronics,2,30,60
981,2023-12-19,Female,46,Beauty,3,30,90
982,2023-11-01,Female,29,Clothing,1,300,300
983,2023-08-29,Male,56,Clothing,1,500,500
984,2023-05-30,Female,19,Electronics,2,25,50
985,2023-01-17,Female,49,Clothing,2,500,1000
986,2023-04-29,Female,30,Clothing,3,300,900
987,2023-05-28,Female,63,Clothing,3,25,75
988,2023-12-28,Female,44,Electronics,1,25,25
989,2023-05-25,Female,58,Beauty,2,500,1000
990,2023-12-26,Female,34,Clothing,2,50,100
991,2023-08-21,Female,57,Electronics,2,30,60
992,2023-02-06,Female,48,Electronics,3,50,150
993,2023-12-18,Female,51,Beauty,2,500,1000
994,2023-04-30,Female,41,Clothing,1,30,30
995,2023-05-16,Male,62,Clothing,1,50,50
996,2023-11-17,Male,52,Beauty,3,30,90
997,2023-10-29,Female,23,Beauty,4,25,100
998,2023-12-05,Female,36,Electronics,3,50,150
999,2023-04-12,Male,47,Electronics,4,30,120
